korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
비탈밭,비탈밭 ,{'$date': {'$numberLong': '1599430742443'}},fields on slopes,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 143},['5f53fc3cceceb9573eaf8788']
일구,일구다 ,{'$date': {'$numberLong': '1599430742443'}},"cultivate, plough (land)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 144},['5f53fc3cceceb9573eaf8788']
원고지,원고지 ,{'$date': {'$numberLong': '1599430742443'}},manuscript paper,原稿紙,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 145},['5f53fc3cceceb9573eaf8788']
씨름,씨름 ,{'$date': {'$numberLong': '1599430742443'}},wrestle,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 146},['5f53fc3cceceb9573eaf8788']
조급함,조급하다 ,{'$date': {'$numberLong': '1599430742443'}},"be impatient, hasty, impetuous",躁急,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 147},['5f53fc3cceceb9573eaf8788']
답답함,답답하다,{'$date': {'$numberLong': '1599430742443'}},"feel frustration, frustrated",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 148},['5f53fc3cceceb9573eaf8788']
첩첩,첩첩 ,{'$date': {'$numberLong': '1599430742443'}},"fold upon fold, layer upon layer",疊疊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 149},['5f53fc3cceceb9573eaf8788']
산능 ,산릉/산능 ,{'$date': {'$numberLong': '1599430742443'}},mountains and hills,山陵,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 150},['5f53fc3cceceb9573eaf8788']
턱,턱 ,{'$date': {'$numberLong': '1599430742443'}},chin/jaw,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 151},['5f53fc3cceceb9573eaf8788']
바람줄기,바람줄기 ,{'$date': {'$numberLong': '1599430742443'}},a gust of wind,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 152},['5f53fc3cceceb9573eaf8788']
분분히,분분히 ,{'$date': {'$numberLong': '1599430742443'}},"boisterously, rowdily, raucously",紛紛-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 153},['5f53fc3cceceb9573eaf8788']
흩날리,흩날리다 ,{'$date': {'$numberLong': '1599430742443'}},be/get scattered in the air,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 154},['5f53fc3cceceb9573eaf8788']
세상사,세상사 ,{'$date': {'$numberLong': '1599430742443'}},"affairs of the world; everyday affairs, mundane life",世上事,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 155},['5f53fc3cceceb9573eaf8788']
아득하,아득하다 ,{'$date': {'$numberLong': '1599430742443'}},be far away (far off),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 156},['5f53fc3cceceb9573eaf8788']
여기,여기다 ,{'$date': {'$numberLong': '1599430742443'}},"think, hold, deem, consider, regard",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 157},['5f53fc3cceceb9573eaf8788']
생계,생계 ,{'$date': {'$numberLong': '1599430742443'}},"livelihood, living",生計,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 158},['5f53fc3cceceb9573eaf8788']
슬쩍,슬쩍 ,{'$date': {'$numberLong': '1599430742443'}},"nimbly, deftly; make short work of sth",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 159},['5f53fc3cceceb9573eaf8788']
풍광,풍광 ,{'$date': {'$numberLong': '1599430742443'}},"scenery, scene",風光,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 160},['5f53fc3cceceb9573eaf8788']
적시,적시다 ,{'$date': {'$numberLong': '1599430742443'}},"drench, soak, indulge",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 161},['5f53fc3cceceb9573eaf8788']
아연,아연 ,{'$date': {'$numberLong': '1599430742443'}},suddenly,俄然,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 162},['5f53fc3cceceb9573eaf8788']
티끌,티끌 ,{'$date': {'$numberLong': '1599430742443'}},"dust, mote",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 163},['5f53fc3cceceb9573eaf8788']
부질없,부질없다 ,{'$date': {'$numberLong': '1599430742443'}},"be vain, useless, futile",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 164},['5f53fc3cceceb9573eaf8788']
적절히,적절히 ,{'$date': {'$numberLong': '1599430742443'}},"appropriately, adequately, moderately",適切히,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 165},['5f53fc3cceceb9573eaf8788']
전신,전신 ,{'$date': {'$numberLong': '1599430742443'}},whole body,全身,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 166},['5f53fc3cceceb9573eaf8788']
배어드ㄹ,배어들다,{'$date': {'$numberLong': '1599430742443'}},"saturate, infuse, instill",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 167},['5f53fc3cceceb9573eaf8788']
애틋하,애틋하- ,{'$date': {'$numberLong': '1599430742443'}},"be worried, anxious, vexed, troubled; affectionate",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 168},['5f53fc3cceceb9573eaf8788']
원초적,원초적 ,{'$date': {'$numberLong': '1599430742443'}},primitive,原初的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 169},['5f53fc3cceceb9573eaf8788']
향수,향수 ,{'$date': {'$numberLong': '1599430742443'}},fragrance; perfume,香水,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 170},['5f53fc3cceceb9573eaf8788']
매만지,매만지다,{'$date': {'$numberLong': '1599430742443'}},"adjust, trim, tidy",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 171},['5f53fc3cceceb9573eaf8788']
시절,시절 ,{'$date': {'$numberLong': '1599430742443'}},"time, occasion, opportunity",時節,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 172},['5f53fc3cceceb9573eaf8788']
산승 ,산승 ,{'$date': {'$numberLong': '1599430742443'}},Buddhist monk who lives in the mountains,山僧,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 173},['5f53fc3cceceb9573eaf8788']
염,염 ,{'$date': {'$numberLong': '1599430742443'}},(Buddhist) mindfulness; meditation; chanting,念,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 174},['5f53fc3cceceb9573eaf8788']
지상,지상 ,{'$date': {'$numberLong': '1599430742443'}},"the earth, the world; earthly",地上,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 175},['5f53fc3cceceb9573eaf8788']
무릉도원,무릉도원 ,{'$date': {'$numberLong': '1599430742443'}},"utopia, paradise (the Peach Blossom Spring from Tao Yuanming’s (陶淵明)《도화원기》(桃花源記)",武陵桃源,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 176},['5f53fc3cceceb9573eaf8788']
복,복 ,{'$date': {'$numberLong': '1599430742443'}},"good luck, fortune",福,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 177},['5f53fc3cceceb9573eaf8788']
띄우,띄우다 ,{'$date': {'$numberLong': '1599430742443'}},"send off, dash off (a missive)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 178},['5f53fc3cceceb9573eaf8788']
표현,표현 ,{'$date': {'$numberLong': '1599430742443'}},expression,表現,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 179},['5f53fc3cceceb9573eaf8788']
지나치,지나치다 ,{'$date': {'$numberLong': '1599430742443'}},"be exaggerated, in excess, over-the-top",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 180},['5f53fc3cceceb9573eaf8788']
불현듯,불현듯,{'$date': {'$numberLong': '1599430742443'}},suddenly,이,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 181},['5f53fc3cceceb9573eaf8788']
도회,도회 ,{'$date': {'$numberLong': '1599430742443'}},"city, town",都會,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 182},['5f53fc3cceceb9573eaf8788']
막연하,막연하다 ,{'$date': {'$numberLong': '1599430742443'}},"be vague, obscure",漠然,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 183},['5f53fc3cceceb9573eaf8788']
기대감,기대감 ,{'$date': {'$numberLong': '1599430742443'}},feeling of expectation,期待感,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 184},['5f53fc3cceceb9573eaf8788']
결코 아니,결코 ,{'$date': {'$numberLong': '1599430742443'}},"by no means, assuredly [not]; never",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 185},['5f53fc3cceceb9573eaf8788']
짐승,짐승 ,{'$date': {'$numberLong': '1599430742443'}},beast,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 186},['5f53fc3cceceb9573eaf8788']
절박,절박하다 ,{'$date': {'$numberLong': '1599430742443'}},"be urgent, desperate",切迫,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 187},['5f53fc3cceceb9573eaf8788']
전설,전설 ,{'$date': {'$numberLong': '1599430742443'}},"myth, legend",傳說,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 188},['5f53fc3cceceb9573eaf8788']
은밀하,은밀하다 ,{'$date': {'$numberLong': '1599430742443'}},"be secret, covert",隱密,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 189},['5f53fc3cceceb9573eaf8788']
충동,충동 ,{'$date': {'$numberLong': '1599430742443'}},"impulse, urge",衝動,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 190},['5f53fc3cceceb9573eaf8788']
상념,상념 ,{'$date': {'$numberLong': '1599430742443'}},"notion, idea",想念,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 191},['5f53fc3cceceb9573eaf8788']
발로,발로 ,{'$date': {'$numberLong': '1599430742443'}},"expression, manifestation",發露,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 192},['5f53fc3cceceb9573eaf8788']
산령,산령 ,{'$date': {'$numberLong': '1599430742443'}},spirit of a mountain,山靈,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 193},['5f53fc3cceceb9573eaf8788']
영험,영험스럽다 ,{'$date': {'$numberLong': '1599430742443'}},"be miraculous, wondrous",靈驗,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 194},['5f53fc3cceceb9573eaf8788']
결코,결코 ,{'$date': {'$numberLong': '1599430742443'}},"by no means, assuredly not",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 195},['5f53fc3cceceb9573eaf8788']
야산,야산 ,{'$date': {'$numberLong': '1599430742443'}},hills,野山,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 196},['5f53fc3cceceb9573eaf8788']
에 지나지 않,-에 지나지 않다 ,{'$date': {'$numberLong': '1599430742443'}},"be nothing but, be only, merely",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 197},['5f53fc3cceceb9573eaf8788']
짓밟,짓밟다 ,{'$date': {'$numberLong': '1599430742443'}},trample,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 198},['5f53fc3cceceb9573eaf8788']
천하,천하다 ,{'$date': {'$numberLong': '1599430742443'}},"be humble, lowly, ignoble",賤,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 199},['5f53fc3cceceb9573eaf8788']
산다웁게=산답게,산다웁게 = 산답게 ,{'$date': {'$numberLong': '1599430742443'}},"mountain-like, like a mountain",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 200},['5f53fc3cceceb9573eaf8788']
인격화,인격화 ,{'$date': {'$numberLong': '1599430742443'}},"impersonation, personification",人格化,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 201},['5f53fc3cceceb9573eaf8788']
산성 ,산성 ,{'$date': {'$numberLong': '1599430742443'}},"mountain’s character, personality of a mountain; ‘mountain-ness’",山性,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 202},['5f53fc3cceceb9573eaf8788']
지 ,지 ,{'$date': {'$numberLong': '1599430742443'}},wisdom,智,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 203},['5f53fc3cceceb9573eaf8788']
용 ,용 ,{'$date': {'$numberLong': '1599430742443'}},courage,勇,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 204},['5f53fc3cceceb9573eaf8788']
귀 ,귀 ,{'$date': {'$numberLong': '1599430742443'}},nobility,貴,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 205},['5f53fc3cceceb9573eaf8788']
한목,한목 ,{'$date': {'$numberLong': '1599430742443'}},"all at once, all at one time",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 206},['5f53fc3cceceb9573eaf8788']
맹수,맹수 ,{'$date': {'$numberLong': '1599430742443'}},"beast of prey, savage beast, ferocious beast",猛獸,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 207},['5f53fc3cceceb9573eaf8788']
비밀,비밀 ,{'$date': {'$numberLong': '1599430742443'}},secret,秘密,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 208},['5f53fc3cceceb9573eaf8788']
황홀,황홀 ,{'$date': {'$numberLong': '1599430742443'}},"rapture, ecstasy, trance",恍惚,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 209},['5f53fc3cceceb9573eaf8788']
적막,적막 ,{'$date': {'$numberLong': '1599430742443'}},"loneliness, solitude",寂寞,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 210},['5f53fc3cceceb9573eaf8788']
환몽,환몽 ,{'$date': {'$numberLong': '1599430742443'}},empty dream; fantasy,幻夢,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 211},['5f53fc3cceceb9573eaf8788']
더하,더하다 ,{'$date': {'$numberLong': '1599430742443'}},be bigger or greater or more than,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 212},['5f53fc3cceceb9573eaf8788']
또한,또한 ,{'$date': {'$numberLong': '1599430742443'}},"moreover, what’s more",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 213},['5f53fc3cceceb9573eaf8788']
몸담,몸,{'$date': {'$numberLong': '1599430742443'}},immerse one’s body; stay,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 214},['5f53fc3cceceb9573eaf8788']
묻,묻다 ,{'$date': {'$numberLong': '1599430742443'}},bury,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 215},['5f53fc3cceceb9573eaf8788']
시중 ,시중 ,{'$date': {'$numberLong': '1599430742443'}},"market, marketplace",市中,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 216},['5f53fc3cceceb9573eaf8788']
연관,연관되다 ,{'$date': {'$numberLong': '1599430742443'}},"be/get connected, related to",聯關,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 217},['5f53fc3cceceb9573eaf8788']
세정 ,세정 ,{'$date': {'$numberLong': '1599430742443'}},"worldly affairs, things",世情,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 218},['5f53fc3cceceb9573eaf8788']
예민,예민하다 ,{'$date': {'$numberLong': '1599430742443'}},be sensitive,銳敏,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 219},['5f53fc3cceceb9573eaf8788']
속인,속인 ,{'$date': {'$numberLong': '1599430742443'}},"layman, layperson",俗人,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 220},['5f53fc3cceceb9573eaf8788']
암흑,암흑 ,{'$date': {'$numberLong': '1599430742443'}},pitch dark,暗惑,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 221},['5f53fc3cceceb9573eaf8788']
바람을 쐬,바람을 쐬다 ,{'$date': {'$numberLong': '1599430742443'}},"expose oneself to the wind; take a breather, go outside",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 222},['5f53fc3cceceb9573eaf8788']
뜰,뜰 ,{'$date': {'$numberLong': '1599430742443'}},"garden, yard",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 223},['5f53fc3cceceb9573eaf8788']
문명,문명 ,{'$date': {'$numberLong': '1599430742443'}},civilization,文明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 224},['5f53fc3cceceb9573eaf8788']
승방,승방 ,{'$date': {'$numberLong': '1599430742443'}},monks’ quarters,僧房,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 225},['5f53fc3cceceb9573eaf8788']
희미하,희미하다 ,{'$date': {'$numberLong': '1599430742443'}},"be dim, faint",稀微,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 226},['5f53fc3cceceb9573eaf8788']
촛불,촛불 ,{'$date': {'$numberLong': '1599430742443'}},candle-light,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 227},['5f53fc3cceceb9573eaf8788']
비문명,비문명적 ,{'$date': {'$numberLong': '1599430742443'}},uncivilized,非文明的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 228},['5f53fc3cceceb9573eaf8788']
캄캄하,캄캄하다 ,{'$date': {'$numberLong': '1599430742443'}},be dark,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 229},['5f53fc3cceceb9573eaf8788']
생명,생명 ,{'$date': {'$numberLong': '1599430742443'}},life,生命,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 230},['5f53fc3cceceb9573eaf8788']
호곡,호곡 ,{'$date': {'$numberLong': '1599430742443'}},wailing,號哭,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 231},['5f53fc3cceceb9573eaf8788']
비명,비명 ,{'$date': {'$numberLong': '1599430742443'}},"scream, cry",悲鳴,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 232},['5f53fc3cceceb9573eaf8788']
수도 없,수도 없다 ,{'$date': {'$numberLong': '1599430742443'}},"be uncountable, many",數,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 233},['5f53fc3cceceb9573eaf8788']
무섬증,무섬증 [-쯩] ,{'$date': {'$numberLong': '1599430742443'}},"fear, dread",症,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 234},['5f53fc3cceceb9573eaf8788']
괴이하,괴이하다 ,{'$date': {'$numberLong': '1599430742443'}},"be strange, bizarre, odd",怪異,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 235},['5f53fc3cceceb9573eaf8788']
담,담 ,{'$date': {'$numberLong': '1599430742443'}},wall,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 236},['5f53fc3cceceb9573eaf8788']
비,비다 ,{'$date': {'$numberLong': '1599430742443'}},be empty,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 237},['5f53fc3cceceb9573eaf8788']
달리,달리다 ,{'$date': {'$numberLong': '1599430742443'}},"dash, dart",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 238},['5f53fc3cceceb9573eaf8788']
모지,모질다 ,{'$date': {'$numberLong': '1599430742443'}},"be tough, harsh",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 239},['5f53fc3cceceb9573eaf8788']
달음박질,달음박질 ,{'$date': {'$numberLong': '1599430742443'}},"running, sprinting",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 240},['5f53fc3cceceb9573eaf8788']
멧돼지,멧돼지 ,{'$date': {'$numberLong': '1599430742443'}},wild boar,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 241},['5f53fc3cceceb9573eaf8788']
좇,좇다 ,{'$date': {'$numberLong': '1599430742443'}},"follow, run after",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 242},['5f53fc3cceceb9573eaf8788']
돌멩이,돌멩이 ,{'$date': {'$numberLong': '1599430742443'}},"stone, small rock",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 243},['5f53fc3cceceb9573eaf8788']
걷어차,걷어차다 ,{'$date': {'$numberLong': '1599430742443'}},"give a hard kick to, kick away",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 244},['5f53fc3cceceb9573eaf8788']
돌무더기,돌무더기 ,{'$date': {'$numberLong': '1599430742443'}},heap of stones,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 245},['5f53fc3cceceb9573eaf8788']
비탈,비탈 ,{'$date': {'$numberLong': '1599430742443'}},"slope, incline",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 246},['5f53fc3cceceb9573eaf8788']
